question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
Respiration and photosynthesis are just the,NA,A,Opposite process,Similar process,Burning process,None of these,NA,NA,NA,NA,Cellular Respiration and Photosynthesis are almost opposite processes because photosynthesis removes carbon dioxide from the atmosphere while cellular respiration puts back carbon dioxide.,NA
"In the experiment demonstrating respiration in germinating seeds, KOH is used to:",NA,A,Absorb carbon dioxide present in the flask,Absorb oxygen present in the flask,Absorb water vapour released by the seeds,Liberate oxygen to be used by the seeds,NA,NA,NA,NA,"For the experiment where CO2  is given out during respiration, KOH solution are taken in a test tube and placed kn the conical flask KOH absorbs carbon dioxide and prevents it from being utilized by the plant for the process of photosynthesis.",NA
"In which part of the plant, respiration rate is higher",NA,D,Root and stem tip,Buds,Germinating seeds,All of these,NA,NA,NA,NA,"The highest rate of respiration are found in the actively growing root and stem tips, cambium and embryos of germinating seeds and lowest rates in dormant seeds or spores. As, the growing tips are generally rich in meristematic tissues the rate of respiration is also high.",NA
Plant cell can do,NA,B,Locomotion and Respiration,Respiration and photosynthesis,Locomotion and photosynthesis,All of these,NA,NA,NA,NA,"Correct option is B) Respiration and photosynthesis <br/><br/>-The plant cell can do respiration and photosynthesis.<br/>-The plants get energy through the process of respiration in which glucose food breaks down in the presence of oxygen to form carbon dioxide and water with the release of energy.<br/>-In plants, photosynthesis takes place in the cell organelle called chloroplast. A plant cell cannot breathe because in a plant body lungs are absent.",NA
Exchange of gases in lung alveoli occurs through,NA,C,Active transport,Osmosis,Simple diffusion,Passive transport,NA,NA,NA,NA,"Because in alveoli( richly supplied with blood vessels), where oxygenated blood is present, is absorbed by haemoglobin, present in the RBC(Red Blood Cell). With the help of haemoglobin, the oxygenated blood is diffused in the whole body. Where on the other side, deoxygenated blood, which is present in the plasma, is reached to the alveoli and it absorbs by our lungs then finally the deoxygenated blood is exhaled by our nostrils. This is how alveoli helps for respiration with the help of diffusion in our lungs.",NA
Haemoglobin is,NA,D,Vitamin,Skin pigment,Blood carrier,Respiratory pigment,NA,NA,NA,NA,"The haemoglobin increases the oxygen carrying capacity of blood. In humans and most other vertebrates, the most common respiratory pigment is a protein called haemoglobin.",NA
Each haemoglobin molecule can carry ________ oxygen molecules.,NA,D,Six,Two,Eight,Four,NA,NA,NA,NA,"Haemoglobin is the iron containing protein found in red blood cells. It is responsible for the transportation of oxygen and carbon dioxide. It consists of four protein chains and each chain has a haem group attached to it. Each haem group has an iron molecule. The oxygen binds to the iron molecule. Since there are four iron molecules, each haemoglobin is capable of carrying four oxygen molecules.",NA
The diffusion of CO<sub>2</sub> across the alveolar membrane is 20 times faster than that of O<sub>2</sub> because,NA,D,CO<sub>2</sub> is actively transferred,The alveolar area available for CO<sub>2</sub> diffusion is larger,The CO<sub>2</sub> pressure gradient in larger,"CO<sub>2</sub> is more soluble in H<sub>2</sub>O than O<sub>2</sub>, which enables it to pass the membrance more readily",NA,NA,NA,NA,"CO<sub>2</sub> is more soluble in H<sub>2</sub>O than O<sub>2</sub>, which enables it to pass the membrance more readily.",NA
Carbon monoxide has greater affinity for haemoglobin as compared to oxygen by,NA,B,1000 times,200 times,20 times,2 times,NA,NA,NA,NA,"Carbon monoxide binds very strongly to the iron atoms in hemoglobin, the principal oxygen-carrying compound in blood. The affinity between CO and hemoglobin is 200 times stronger than the affinity between hemoglobin and oxygen. When CO binds to the hemoglobin it cannot be released nearly as readily as oxygen would be. The preferential binding of carbon monoxide to heme iron is the main reason for carbon monoxide poisoning.",NA
Oxygen passes into the blood from the alveoli by a process called :-,NA,B,Osmosis,Diffusion,Active transport,Pinocytosis,NA,NA,NA,NA,"Every few seconds, with each inhalation, air fills a large portion of the millions of alveoli. In a process called diffusion, oxygen moves from the alveoli to the blood through the capillaries (tiny blood vessels) lining the alveolar walls.",NA
Breathing is controlled by a centre in the,NA,D,Lungs,Heart,Cerebellum,Medulla oblongata,NA,NA,NA,NA,The medulla oblongata is the primary respiratorycontrol center. Its main function is to send signals to the muscles that control respiration to cause breathing to occur.,NA
Lungs are covered by :-,NA,C,Pericardium,Perichondrium,Pleura,Periosteum,NA,NA,NA,NA,Pleura is a serous membrane covering lungs and lining thoracic cavity.,NA
Epiglottis guards the opening of :-,NA,C,Oesophagus,Eustachian tubes,Larynx,Internal nares,NA,NA,NA,NA,The epiglottis is a flexible flap at the superior end of the larynx in the throat. It acts as a switch between the larynx and the esophagus to permit air to enter the airway to the lungs and food to pass into the gastrointestinal tract. The epiglottis also protects the body from choking on food that would normally obstruct the airway.,NA
Oxygen is carried by :-,NA,B,Leucocytes,Erythrocytes,Platelets,None of these,NA,NA,NA,NA,"The oxygen carried by the erythrocytes can diffuse into the plasma and then through the capillary walls to reach the cells, whereas some of the carbon dioxide produced by the cells as a waste product diffuses into the capillaries to be picked up by the erythrocytes.",NA
