question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
An example of transfer payments is,NA,A,Old age pension,Retirement pension,Free meals in the company canteen,Employers&#39; contribution for social security,NA,NA,NA,NA,"Transfer payments are unilateral (one sided payments) no corresponding flow of goods and services for example: donation, old age pension, unemployment allowance etc.",NA
An example of factor payments is,NA,B,Retirement pension,Employers&#39; contribution for social security,Old age pension,Unemployees&#39; contribution for social security,NA,NA,NA,NA,"Factors of production are the resources used in the production process to create goods and services. Factor payments are the incomes earned by these factors of production. An example of factor payments is an employer&#39;s contribution for social security. <br/><br/>-Retirement pension: Retirement pension is a payment received by individuals after they retire. It is not a factor payment as it is not directly related to the production process.<br/>- Employer&#39;s contribution for social security: This refers to the amount contributed by employers towards the social security system. It is a factor payment as it is directly linked to the employment of labor.<br/>- Old age pension: Old age pension is a payment received by individuals when they reach a certain age. It is not a factor payment as it is not directly related to the production process.<br/>- Unemployees&#39; contribution for social security: This refers to the amount contributed by unemployed individuals towards the social security system. It is not a factor payment as it is not directly linked to the production process.<br/>In conclusion, an example of factor payments is an employer&#39;s contribution for social security. It is a reward received by the factor of production (labor) for their contribution to the production process.",NA
Consumption goods are those which are bought to satisfy wants,NA,D,By banks only,By investors only,By producers only,By consumers,NA,NA,NA,NA,"Definition of Consumption Goods: Consumption goods are products or services that are purchased by individuals or households for personal use or satisfaction of wants. <br/>Importance:- Consumption goods play a significant role in stimulating economic growth as consumer spending drives demand in the market.<br/>- They contribute to improving the standard of living and overall quality of life for individuals.<br/>- Consumer spending on consumption goods also influences business decisions, production levels, and employment opportunities.<br/> Not Limited to Banks, Investors, or Producers:- Consumption goods are not limited to the purchase or use by banks, investors, or producers.<br/>- Banks provide financial services and products, but they do not directly consume these goods.<br/>- Investors invest in various assets, including stocks, bonds, or real estate, but they do not consume these goods themselves.<br/>- Producers, such as manufacturers or service providers, may use consumption goods in the production process, but the ultimate consumption is by consumers.<br/>Therefore, the correct answer is D. Consumption goods are primarily bought and consumed by consumers to satisfy wants and needs.",NA
An example of consumption goods is,NA,D,Plant,Coal,Machine,Fruits,NA,NA,NA,NA,Goods which are consumed for their own sake to satisfy current wants of consumers directly are called consumption (or consumer) goods. <br/>Capital goods are fixed assets of producers which are repeatedly used in production of other goods and services. Alternatively durable goods which are bought for producing other goods but not for meeting immediate needs of the consumer are called capital goods. ,NA
An example of durable goods is,NA,B,Coal,Fan,Milk,Pepsi,NA,NA,NA,NA,"Durable Goods:<br/>- Durable goods are products that have a long lifespan and are used over an extended period of time..<br/>- They are often considered investments as they provide long-term value to the consumer.<br/>- Durable goods can be used for personal or business purposes.<br/>- They are typically purchased less frequently compared to non-durable goods.<br/>- Durable goods contribute to the economy by generating revenue and creating jobs in manufacturing and related industries.<br/><br/>Conclusion:<br/>Durable goods are long-lasting products that provide value over an extended period of time. Examples of durable goods include fans, appliances, vehicles, and electronics. These goods are typically more expensive and are built to withstand repeated use and contribute to the economy by generating revenue and creating jobs.",NA
An example of non-durable goods is,NA,B,TV,Milk,Microwave,None of These,NA,NA,NA,NA,"An example of non-durable goods is milk.<br/>Non-durable goods are products that have a short lifespan and are typically consumed or used up quickly. They are often perishable and cannot be stored for long periods of time. Milk is a perfect example of a non-durable good because it spoils relatively quickly and cannot be used once it has expired.<br/>Here is a breakdown of why milk is considered a non-durable good:<br/>1. Perishability: Milk is a perishable product that has a limited shelf life.<br/>2. Consumption: Milk is a consumable product that is typically used up quickly.<br/>3. Short lifespan: Compared to durable goods like televisions or microwaves, milk has a significantly shorter lifespan.<br/>In contrast, durable goods like televisions and microwaves are designed to last for a longer period of time and are not meant to be consumed or used up quickly. They can be stored and used repeatedly over an extended period without losing their functionality.<br/>Therefore, milk is an example of a non-durable good due to its perishability, limited shelf life, and the need for proper storage and consumption within a short period of time.",NA
An example of semi durable goods is,NA,C,TV,Fan,Crockery,Milk,NA,NA,NA,NA,"Semi durable goods are products that have a longer lifespan than non-durable goods but a shorter lifespan than durable goods. These goods are typically used repeatedly over a period of time but eventually wear out or become obsolete. An example of semi durable goods is crockery.<br/>Explanation:<br/>Crockery refers to dishes, plates, bowls, and other utensils used for serving and eating food. <br/>Crockery is considered a semi durable good due to its longer lifespan compared to non-durable goods, regular use, susceptibility to wear and tear, periodic replacement needs, and potential for becoming outdated.",NA
An example of capital goods is,NA,B,Microwave,Plant,Fan,TV,NA,NA,NA,NA,"Capital goods are man-made, durable items businesses use to produce goods and services. They include tools, buildings, vehicles, machinery and equipment.<br/>Capital goods are also called durable goods, real capital, and economic capital. Some experts just refer to them as <q>capital</q>. This last term is confusing because it can also mean financial capital. In accounting, capital goods are treated as fixed assets. They&#39;re also known as <q>plant, property, and equipment</q>.",NA
Final goods are those goods,NA,A,Which are used either for final consumption or for investment,Which are used for final consumption,which are used for final production,Which are used for investment,NA,NA,NA,NA,"Consumer goods are ultimately consumed, rather than used in the production of another good. For example, a microwave oven or a bicycle that is sold to a consumer is a final good or consumer good, but the components that are sold to be used in those goods are intermediate goods.",NA
Can the change in inventories be in negative?,NA,,Nominal GNP,Yes,Can&#39;t Say,Never,NA,NA,NA,NA,"Yes, the change in inventories can be negative.<br/>Explanation:<br/>- The change in inventories refers to the difference between the ending inventory and the beginning inventory over a specific period.<br/>- If the ending inventory is less than the beginning inventory, it indicates a decrease in inventories, which is considered a negative change.<br/>- There are several reasons why the change in inventories can be negative:<br/>- Sales may exceed production or purchasing, leading to a decrease in inventory levels.<br/>- Obsolete or damaged inventory may be written off, resulting in a decrease in inventory.<br/>- Seasonal or cyclical fluctuations in demand may lead to a decrease in inventory levels.<br/>- Inventory adjustments or corrections may result in a decrease in inventory.<br/>- It is important to note that a negative change in inventories does not necessarily indicate a problem. It can be a normal part of business operations and may be planned or expected in certain situations.<br/>- Negative changes in inventories can have implications for financial reporting and analysis. It can affect the cost of goods sold, gross profit, and ultimately the net income of a company.<br/>- Understanding and analyzing the reasons behind negative changes in inventories can provide valuable insights into a company&#39;s operations and financial performance.",NA
