question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
Which Indian stock exchange is planning to launch its own Initial Public Offering (IPO)?,NA,B,Saurashtra Kutch Stock Exchange (SKSE),National Stock Exchange (NSE),Cochin Stock Exchange (CoSE),Bombay Stock Exchange,NA,NA,NA,NA,"<b>National Stock Exchange (NSE)</b> is planning to launch its own Initial Public Offering (IPO).<br/>The announcement was made by its MD and CEO Vikram Limaye.<br/>The exchange was established in the year 1992 and is headquartered in Mumbai. Nifty is the index of NSE.<br/>BSE is Asia&#39;s oldest stock exchange established in the year 1875 and is headquartered in Mumbai. Sensex is the index of BSE.<br/>Saurashtra Kutch Stock Exchange (SKSE) is the stock exchange of Gujarat.<br/>Cochin Stock Exchange (CoSE) is the stock exchange in Kochi, Kerala.",NA
SEBI has proposed a merger of listing rules pertaining to debt securities and non-convertible redeemable preference shares into a single regulation and maintains consistency with the SEBI&#39;s LODR. What does <q>L</q> stand for in LODR?,NA,A,Listing,Loan,Liquid,Lending,NA,NA,NA,NA,"<b>SEBI</b> has proposed a merger of listing rules pertaining to debt securities and non-convertible redeemable preference shares into a single regulation.<br/>The proposal is aimed at <b>harmonising with the Companies Act, 2013, and maintaining consistency with the SEBI&#39;s LODR (<u>Listing Obligations and Disclosure Requirement</u>) rules</b><br/>It has invited public comments on the proposal, open for <b>21 days.</b>",NA
"The words <q>Bulls and Bears</q> are associated with

",NA,D,Import and Export,Banking,Marketing,Speculator,NA,NA,NA,NA,"A <b>bull</b> market is a market that is <b>on the rise</b> and is economically sound, while a <b>bear</b> market is a market that is <b>receding,</b> where most <b>stocks are declining in value.<br/>Speculators</b> are <b>sophisticated investors</b>  or traders who purchase assets for short periods of time and employ strategies in order to profit from changes in their price. 
Speculators are important to markets because they bring liquidity and assume market risk.<br/>A <b>Bear</b> is a <b>speculator,</b> who anticipates a <b>fall</b> in the price of securities. He sells- securities for future delivery. He sells securities which he does not possess with the hope to buy the securities at a lower price before the date of delivery. <b>In India, a bear is also known as mandiwala.</b><br/>A <b>bull</b> is a stock market <b>speculator</b> who buys a holding in stock in the expectation that in the very short term it will <b>rise</b> in value whereupon they will sell the stock to make a quick profit on the transaction.<br/> <br/><b>Therefore, Bulls and bears are associated with speculators.</b> ",NA
Which of these is NOT a part of capital receipt?,NA,D,Recovery of loan ,Disinvestment,Borrowing,Tax,NA,NA,NA,NA,"<b>Capital receipts</b> are the cash received from the sale of fixed assets, cash received from the sale of company shares, and cash received through the issue of a debt instrument, such as loans and bonds.<br/>Capital receipts are government revenues that either (i) generate liabilities (e.g. borrowing) or (ii) reduce assets (e.g. disinvestment).<br/>A capital receipt occurs when the government raises funds by incurring liability or selling its assets.<br/>Revenue receipts are government receipts that do not (i) increase obligations or (ii) deplete assets.<br/>These are tax revenues, interest, and dividends on government investments, cess, and other government receipts for services given.
",NA
Mutual Funds are regulated in the country by ________.,NA,D,IRDA,Association of Mutual Funds of India (AMFI),NABARD,Securities and Exchange Board of India,NA,NA,NA,NA,"A mutual fund is a type of Investment Company that pools money from many investors and invests the money in stocks, bonds, money-market instruments, other securities or even cash. All Asset Management Companies (AMCs) including Mutual Funds are regulated by SEBI.",NA
Devaluation of money means,NA,B,Decrease in internal value of money,Decrease in the external value of money,Both A and B,None of the above,NA,NA,NA,NA,"Devaluation is the <b>intentional downward adjustment of a country&#39;s money&#39;s value compared to another currency, currency category, or currency standard.</b><br/>This monetary policy instrument is used for countries with a fixed <b>exchange rate or semi-fixed exchange rate.</b>",NA
"A company’s product mix has certain width, length, depth and _________.",NA,D,Quality  ,Style ,Repairability ,Consistency  ,NA,NA,NA,NA,"Product Width: The number of product lines that a company offers. It represents the variety of different product lines that a company produces or sells.<br/>Product Length: The total number of products within a company&#39;s product lines. It measures the total number of items in the product mix.<br/>Product Depth: The number of variants or different versions of each product in the product line. It reflects the range of choices available within a product line.<br/>Product Consistency: This is the missing term in your question. Product consistency refers to how closely related the various product lines are in end use, production requirements, distribution channels, or other ways.<br/><br/>So, a company&#39;s product mix includes width, length, depth, and consistency as key dimensions for analyzing and managing its product portfolio. The concept helps companies make strategic decisions about their product offerings, ensuring a balanced and effective product mix.",NA
Promotion Mix is the particular combination of promotional tools used by a company to _________ with its audiences.  ,NA,B,Help,Communicate,Purchasing Decision,More than one of the above,NA,NA,NA,NA,<b>Promotion Mix:</b><br/><br/>Promotion Mix is the particular combination of promotional tools used by a company to communicate and engage with its audiences.<br/>The promotion mix refers to the various elements or tools that a company utilizes to communicate its marketing messages and promote its products or services to target audiences.<br/> These tools or elements are combined in a strategic way to effectively reach and engage with the intended audience.,NA
"In the model of consumer behaviour given by Philip Kotler, what constitutes the marketing stimuli ? ",NA,B,Marketing environment,Four P&#39;s of marketing,Consumer needs and wants ,None of the above ,NA,NA,NA,NA,"The <b>model</b> contains four <b>marketing stimuli</b> dimensions, namely, product, price, place, and promotion. ",https://abhigyanacademy.com/upload/gallery/1726124970.png
ho coined the expression <q>Marketing Mix</q>? ,NA,B,Henry Fayol,James Culliton,Peter Drucker,Abraham Maslow ,NA,NA,NA,NA,"Marketing Mix is one of the <b>most fundamental concepts</b> in marketing management. For attracting consumers and for sales promotion, every manufacturer has to concentrate on four basic elements/components. These are product, pricing, distributive channels (place), and sales promotion techniques. A fair combination of these marketing elements is called <b>Marketing Mix.</b>

",NA
