question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
Find out the correct sentence.,NA,A,Enzymes packed in lysosomes are made through RER,Rough endoplasmic reticulum and smooth endoplasmic reticulum produce lipid and protein respectively,Endoplasmic reticulum is related to the destruction of plasma membrane,Nucleoid is present inside the nucleoplasm of eukaryotic nucleus,NA,NA,NA,NA,"Option C: Endoplasmic reticulum is related with the making of plasma membrane. It makes the proteins (with the help of ribosomes) and lipids which are used for membrane synthesis. Hence, given statement is false.<br/>Option D: Nuclear material of a prokaryotic cell consists of a single chromosome which is not membrane bound and lies naked in cytoplasm. Such, nuclear region of cytoplasm is called as nucleoid. Hence, given statement is wrong.<br/>Option A: Lysosomal enzymes are made by rough endoplasmic reticulum. The ribosomes present on rough endoplasmic reticulum are involved in protein synthesis. Almost all enzymes are proteins. <br/>So, the correct answer is A.",NA
The site of detoxification in liver cells is,NA,D,Lysosome,RER,Ribosome,SER,NA,NA,NA,NA,"The endoplasmic reticulum (smooth and rough) is an interconnected network of flattened, membrane-enclosed sacs or tube-like structure which are evenly distributed throughout the cytoplasm. <br/>Smooth endoplasmic is not studded with ribosomes. <br/>The smooth endoplasmic reticulum contains enzymes which catalyze a series of reactions that detoxifies lipid-soluble drugs and other harmful metabolic substances produced. <br/>So, the correct answer is <q>SER</q>.",NA
Which plastids are colourless?,NA,C,Chromoplasts,Chloroplast,Leucoplasts,All of the above,NA,NA,NA,NA,"The chloroplast is a type of plastid which produces green coloured pigment. The chloroplast is involved in carrying out photosynthesis. It gives a green colour to leaves. <br/>Chromoplasts are a type of plastids which are responsible for the characteristic colour of flower and fruit. They are involved in attracting insects, various vectors for pollination and for fruit dispersal. <br/>Leucoplasts are colourless plastids and mainly help in storage of food compounds like starch, proteins or fats. Such colourless plastids are present in underground roots, stems.",NA
The statement <q>cells arise only from pre-existing cells</q> was given by,NA,B,Darwin,Rudolf Virchow,Schwann,Louis Pasteur,NA,NA,NA,NA,"Rudolf Virchow famously stated <q>Omnis cellula-e-cellula</q>, i.e., <q>All cells only arise from pre-existing cells</q>. Virchow was a major advocate of the cell theory and published an influential theory that cells arose from each other in a continuous series of generations.",NA
Following are a few definitions of osmosis. <br/>Read carefully and select the correct definition.,NA,A,Movement of water molecules from a region of higher concentration to a region of lower concentration through a semi permeable membrane,Movement of solvent molecules from its higher concentration to lower concentration,Movement of solvent molecules from higher concentration to lower concentration of solution through a permeable membrane,Movement of solute molecules from lower concentration to higher concentration of solution through a semipermeable membrane,NA,NA,NA,NA,"Osmosis is the passive movement of water or any other solvent molecules from a region of higher water concentration to a region of lower water concentration through a semipermeable membrane. This brings both the solutions separated by the semipermeable membrane to the equilibrium. Therefore, option A is correct.",NA
70-80 % of volume of a mature plant cell is occupied by,NA,D,Endoplasmic reticulum,Nucleus,Cytoplasm,Vacuole,NA,NA,NA,NA,"The mature cell has simple tissues rather than meristematic tissues so they will not divide and plant cell needs vacuole to make itself rigid and various excretion and storage works are also done by the vacuoles. <br/>So, the vacuoles perform majority of the tasks of the plant cell and hence this is the reason, a mature plant cell has 70-80% of vacuoles in them.",NA
Chromosomes are made up of,NA,C,DNA and RNA,RNA and Histone,DNA and Histone,Protein,NA,NA,NA,NA,Chromosomes are made of DNA-histone protein complexes. <br/>Chromosomal DNA is packaged inside nuclei with the help of histones. These are positively charged proteins that strongly adhere to negatively charged DNA and form complexes called nucleosomes. <br/>Each nucleosome is composed of DNA wound 1.65 times around eight histone proteins.,NA
"The fluid in the vacuole of a plant cell, is called",NA,A,Cell sap,Tonoplasm,Cytoplasm,Protoplasm,NA,NA,NA,NA,"Cell sap is the fluid present in the vacuole. The contents of cell sap are salt, sugar and water. Water is predominantly found in cell sap.",NA
Living cells were discovered by,NA,C,Robert Hooke,Purkinje,Leeuwenhoek,Robert Brown,NA,NA,NA,NA,"Robert Hooke, a scientist, was the first person to discover the existence of cells with the help of a microscope in 1665 but they were dead cells. <br/>Anton van Leeuwenhoek, in 1674 with the improved microscope, discovered free-living cells of algae Spirogyra in pond water for the first time.",NA
Most of the substances in the living world are transported across the cell membrane by the process of,NA,A,Osmosis,Endocytosis,Diffusion,Plasmolysis,NA,NA,NA,NA,Most of the substances in the living world are transported across the cell membrane by the process of osmosis.,NA
