question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
"When did Debendranath Tagore, father of Rabindranath Tagore, found the Tatua bodhini Subha to propagate Rammohan Roy&#39;s ideas?",NA,A,1839,1842,1845,1847,NA,NA,NA,NA,"The Tattwabodhini Sabha (Truth Propagating/Searching Society) was a group started in Calcutta on 6 October 1839 as a splinter group of the Brahmo Samaj, reformers of Hinduism and Indian Society. The founding member was Debendranath Tagore, previously of the Brahmo Samaj, eldest son of influential entrepreneur Dwarkanath Tagore, and eventually father to renowned polymath Rabindranath Tagore.",NA
Which Independent thinker was not a member of a Tatvabodhini Sabha?,NA,C,Ishwar Chandra Vidyasagar,A.K. Dutt,Jyotiba Phule,None of these,NA,NA,NA,NA,Members of Tatvabodhini Sabha are:<br/>Dayanand Sarswati.<br/>Maharishi Devendranath Tagore.<br/>Raja Ram Mohan Roy.<br/>Jogesh Chandra Dutt.<br/>So the correct answer is option (C).,NA
Debendranath Tagore reorganised the Brahmo Samaj and put new life into it in,NA,D,1840,1841,1842,1843,NA,NA,NA,NA,"In 1839, founded the Tatvbodhini Sabha to propagate Rammohan Roy&#39;s ideas. In time it came to include most of the prominent followers and independent thinkers. The Tatvbodhini Sabha and its organ the Tatvbodhini Patrika promoted a systematic study of India&#39;s past in the Bengali language. It also helped spread a rational outlook among the intellectuals of Bengal. In 1843, Debendranath Tagore reorganised the Brahmo Samaj and put new life into it.",NA
Which of the following were supported by the Tatvabodhini Sabha?<br/>I. Widow remarriage and women&#39;s education <br/>II. Temperance <br/>IlI. Abolition of polygamy <br/>IV. Improvement of the Ryot&#39;s condition,NA,A,"I, II, III, IV","I, II, III",I and III,II and IV,NA,NA,NA,NA,The Tatvabodhini Sabha supported the following: <br/>Widow remarriage and women&#39;s education <br/>Temperance <br/>Abolition of polygamy <br/>Improvement of the Ryot&#39;s condition,NA
Pandit Ishwar Chandra Vidyasagar became the principal of the Sanskrit College in,NA,A,1851,1853,1856,1860,NA,NA,NA,NA,"Explanation:<br/>- Pandit Ishwar Chandra Vidyasagar: Pandit Ishwar Chandra Vidyasagar was a prominent Indian educator, social reformer, and philanthropist in the 19th century.<br/>- Principal of Sanskrit College: He became the principal of the Sanskrit College in Calcutta in 1851.<br/>- Contribution: As the principal of the Sanskrit College, Vidyasagar made significant contributions to the field of education and played a key role in modernizing the traditional Indian education system.<br/>- Reforms: Vidyasagar introduced several reforms in the college curriculum, focusing on subjects like mathematics, science, and literature, in addition to traditional Sanskrit studies.<br/>- Legacy: His tenure as the principal of the Sanskrit College marked a period of transformation and progress in the field of education in Bengal.",NA
What was introduced by Vidyasagar in the Sanskrit College to free Sanskrit studies from the harmful effects of self-imposed isolation?,NA,B,Study of ancient Indian philosophy,Study of Western thought,Study of nature,All of the above,NA,NA,NA,NA,"Introduction of Western Thought by Vidyasagar in Sanskrit College<br/>Reason for Introduction: Vidyasagar introduced the study of Western thought in the Sanskrit College to free Sanskrit studies from the harmful effects of self-imposed isolation. He believed that exposure to Western thought would broaden the students&#39; perspectives and help them engage with the changing world.<br/>Diversification of Curriculum: By introducing the study of Western thought, Vidyasagar aimed to diversify the curriculum of the Sanskrit College and make it more relevant to the contemporary society. This move was seen as a progressive step towards modernizing Sanskrit education.<br/>Impact on Students: The introduction of Western thought had a profound impact on the students of the Sanskrit College. It encouraged them to think critically, engage with different philosophical ideas, and develop a more holistic understanding of knowledge.<br/>Legacy of Vidyasagar: Vidyasagar&#39;s decision to introduce Western thought in the Sanskrit College paved the way for a more inclusive and dynamic approach to education. His legacy continues to inspire educators to break free from traditional boundaries and embrace new ideas and perspectives.",NA
"Vidyasagar did a lot for women. Due to his efforts, the Hindu Widow Remarriage Act was passed in",NA,B,1855,1856,1859,1860,NA,NA,NA,NA,"Details about Vidyasagar&#39;s Contribution to Women&#39;s Rights:<br/>Introduction: Iswar Chandra Vidyasagar was a social reformer and educator in 19th century India who worked tirelessly for the upliftment of women.<br/>Efforts for Women: Vidyasagar strongly advocated for women&#39;s rights, including their education and social status.<br/>Hindu Widow Remarriage Act: One of his major contributions was the Hindu Widow Remarriage Act, which aimed to allow Hindu widows to remarry and lead a normal life.<br/>Passing of the Act: The Hindu Widow Remarriage Act was passed in 1856 as a result of Vidyasagar&#39;s persistent efforts and advocacy.<br/>Impact: This act was a significant step towards empowering widowed women in society and challenging traditional norms that restricted their rights.",NA
"In 1849, many educated youngmen formed the Student&#39;s Literary and Scientific Society, which had two branches, namely",NA,C,The Tamil and the Kannada Dnyan Prasarka Mandlis.,The Bengali and the Gujarat Dnyan Prasarka Mandlis.,The Marathi and the Gujarat Dnyan Prasarka Mandlis.,The Tamil and the Bengali Dnyan Prasarka Mandlis.,NA,NA,NA,NA,"Explanation:<br/>Formation of the Student&#39;s Literary and Scientific Society: In 1849, educated young men came together to form the Student&#39;s Literary and Scientific Society.<br/>Branches of the Society: The society had two branches, one being the Marathi Dnyan Prasarka Mandli and the other being the Gujarat Dnyan Prasarka Mandli.<br/>Focus of the Branches: Each branch focused on promoting literature and scientific knowledge in their respective languages, Marathi and Gujarati.<br/>Objective: The main objective of these branches was to encourage intellectual discussions, debates, and the sharing of knowledge among the members.<br/>Significance: The formation of such societies played a crucial role in the intellectual and cultural development of the region during that period.",NA
Which of the following was a pioneer of the widow remarriage movement in Maharashtra?,NA,A,Jyotiba Phule,Vishnu Shastri Pandit,Bhau Daji,None of these,NA,NA,NA,NA,"In 1851, Jyotiba Phule and his wife started a girl&#39;s school at Poona and soon many other schools came up.<br/>Among the active promoters of these schools were Jagannath Shankar Seth and Bhau Daji. Phule was also a pioneer of the widow remarriage movement in Maharashtra. Vishnu Shastri Pundit founded the Widow Remarriage Association in the 1850s.",NA
Who founded the Widow Remarriage Association in the 1850s?,NA,C,Jyotiba Phule,Ishwar Chandra Vidyasagar,Vishnu Shastri Pandit,G.H. Deshmukh,NA,NA,NA,NA,The correct answer is C. <br/>The founder of the Widow Remarriage Association in the 19th century was Vishnu Shastri Pandit. He was an active social reformer who founded this association called the Punar Vivah Jak Mandal in the 1850s. The main aim of the association was to encourage widows to get remarried.,NA
Who started the Satya Prakash in Gujarati in 1852 to advocate widow remarriage,NA,B,Dada Bhai Naoroji,Karsondas Mulji,Bhau Daji,Jagannath Shankar Seth,NA,NA,NA,NA,"Born to a family belonging to the Kapol Caste, a trading caste of western India, Karsandas Mulji was repudiated by his family because of his views on widow remarriage. He became a vernacular schoolmaster and started Satyaprakash, a weekly in Gujarati, in which he attacked what he perceived to be the immoralities of the Maharajas or hereditary high priests of the Pushtimarg Vaishnavism, to which the Bhatias belonged.",NA
Which of the following advocated the reorganisation of Indian society on rational principles and modern humanistic and secular values?,NA,A,G.H. Deshmukh,Jyotiba Phule,Dada Bhai Naoroji,Vishnu Shastri Pandit,NA,NA,NA,NA,"The correct option is A. <br/>Gopal Hari Deshmukh advocated gender equality through his writing in Shatapatre. He was an activist, thinker, social reformer that advocated for equality and fought against societal evils like dowry, child marriage and caste discriminiation. <br/>Therefore, correct answer is <q>Gopal Hari Deshmukh advocated the reorganization of Indian society on rational principles and modern humanistic and secular values.</q>",NA
Who became famous by the pen-name of <q>Lokahitawadi</q>?,NA,A,G.H. Deshmukh,Jyotiba Phule,Dada Bhai Naoroji,Ishwar Chandra Vidyasagar,NA,NA,NA,NA,"G.H. Deshmukh is the individual who became famous by the pen-name of <q>Lokahitawadi</q>.<br/>He was a prominent Marathi writer and social reformer known for his contributions to literature and society.<br/>His writings focused on social issues, education, and reform, advocating for the welfare of the society at large.<br/>The pen-name <q>Lokahitawadi</q> reflects his commitment to the well-being and interests of the people.",NA
Which of the following was born in a low caste mali family and all his life carried on a campaign against upper caste domination and Brahmanical supremacy?,NA,A,Jyotiba Phule,G.H. Deshmukh,Vishnu Shastri Pandit,None of these,NA,NA,NA,NA,Jyotiba Phule: was born in a low caste mali family and all his life carried on a campaign against upper caste domination and Brahmanical supremacy.<br/><br/>G.H. Deshmukh: was not born in a low caste mali family and did not carry out a campaign against upper caste domination.<br/><br/>Vishnu Shastri Pandit: was also not born in a low caste mali family and did not campaign against upper caste domination.,NA
Which of the following was one of the founders of an association to reform the Zoroastrian religion and the Parsi Law Association which agitated for the grant of a legal status to women and for uniform law of inheritance and marriage for the Parsis?,NA,A,Dada Bhai Naoroji,Karsondas Mulji,Bhau Daji,None of these,NA,NA,NA,NA,Dadabhahi Naoroji was another leading social reformer of Bombay. He was one of the founders of an association to reform the Zoroastrian religion and the Parsi Law Association which agitated for the grant of a legal status to women and for uniform laws of inheritance and marriage for the Parsis.,NA
J.S. Seth and Bhau Daji are best remembered for,NA,A,Promoting education for women,Supporting widow remarriage,Launching an attack against polygamy in the Deccan,All of the above,NA,NA,NA,NA,"Key Points:<br/>J.S. Seth and Bhau Daji are best remembered for their efforts in promoting education for women.<br/><br/>Explanation:<br/>Promoting education for women: J.S. Seth and Bhau Daji were instrumental in advocating for women&#39;s education, recognizing its importance in empowering women and promoting gender equality.<br/>By focusing on this key aspect of social reform, they contributed significantly to the advancement of women&#39;s rights and opportunities in society.",NA
Who founded the Dinbandhu Sarvajanik Sabha in 1884?,NA,A,Jyotiba Phule,B.R. Ambedkar,D.K. Karve,Dayanand Saraswati,NA,NA,NA,NA,"Answer: Jyotiba Phule founded the Dinbandhu Sarvajanik Sabha in 1884.<br/>Jyotiba Phule was a social reformer from Maharashtra, India.<br/>He was a pioneer in the field of women&#39;s education and fought against the caste system and untouchability.<br/>The Dinbandhu Sarvajanik Sabha was established to work towards social equality and upliftment of the marginalized sections of society.<br/>Through his efforts, Phule made significant contributions to the social reform movement in India.",NA
Who among the following founded the Rajahmundri Social Reform Association in 1878 in support of widow remarriage?,NA,D,Vishanshastri Pandit,Ishwar Chandra Vidyasagar,Pandit Ramabai,Veeresalingam Pantulu,NA,NA,NA,NA,"The correct answer to the question is option 4, Veeresalingam Pantulu. He founded the Rajahmundri Social Reform Association in 1878 in support of widow remarriage. He was a tireless advocate for widow remarriage and is widely recognized for his efforts in social reform in Andhra Pradesh. <br/><br/>To better understand the other options:<br/>Option 1: Vishanshastri Pandit is not the correct answer as there is no historical evidence to suggest that he founded the Rajahmundri Social Reform Association or supported widow remarriage.<br/><br/>Option 2: Ishwar Chandra Vidyasagar, although a prominent social reformer in India, did not found the Rajahmundri Social Reform Association. His contributions mainly focused on issues like widow remarriage and women&#39;s education in Bengal.<br/><br/>Option 3: Pandita Ramabai was another important social reformer in India who fought for women&#39;s rights and supported widow remarriage. However, there is no record of her founding the Rajahmundri Social Reform Association.",NA
The 19th century reawakening in India was generally confined to the,NA,A,Upper middle classes,Priestly classes,Urban landlords,All of the above,NA,NA,NA,NA,A is the correct option.<br/>The 19th century awakening in India was on the handled by the very presence of the British rule in India which was confined to the Upper middle class.,NA
"Samachar Darpan, the first vernacular paper in India was started during the period of",NA,C,Cornwallis,Barlow,Lord Hastings,Lord Amherst,NA,NA,NA,NA,"Samachar Darpan was a weekly Bengali newspaper published by the Baptist Missionary Society and distributed in the first half of the 19th century, on 23 May 1818, by the Baptist Mission Press at Serampore. It was published during the period of Lord Hastings (1813 to 1823). It is considered to be the first Indian-language newspaper.",NA
Which of the following was the first to impose censorship on the press in India?,NA,D,Hastings,Lord Dalhousie,Lord Canning,Wellesey,NA,NA,NA,NA,"The first to impose censorship on the press in India was Lord Wellesley. He introduced the Censorship of Press Act in 1799, which required all newspapers and periodicals to obtain a license from the British government in order to publish. This was done to control the dissemination of information and to suppress any content that could be considered seditious or critical of the British rule in India.",NA
The first step taken by the British government for the spread of modern education was taken in,NA,C,1757,1773,1813,1858,NA,NA,NA,NA,<b>The Charter Act of 1813</b> was the first ever step taken by the British East India Company to spread of Western Education in India. The most significant development through this Act was the grant of rupees one lakh for promotion of education in India.,NA
The aim of the Asiatic Society was,NA,A,Rediscovery of India&#39;s glorious past.,Promotion of Western culture in India.,To fight social and religious evils,All of the above.,NA,NA,NA,NA,The Asiatic Society founded in 1784 by Sir. William Jones was a unique institution having served as a fountainhead of all literary and scientific activities. It was visualised as a centre for Asian studies including everything concerning man and nature within the geographical limits of the continent. It’s aim was to rediscover India&#39;s glorious past.,NA
"Which of the following statements about features of Sanskritization is /are correct?<br/>1. It refers to a process whereby members of a caste attempt to raise their own social status by adopting the rituals, domestic and social practices of a caste of higher status.<br/>2. The practices which were usually chosen for emulation were adopting vegetarianism, wearing of sacred thread, specific prayers, religious ceremonies and so on.",NA,C,1 only,2 only,Both 1 and 2,Neither 1 nor 2,NA,NA,NA,NA,"The correct answer is option 3, which means both statements 1 and 2 are correct.<br/><br/>Statement 1 explains the concept of Sanskritization, which is the process where members of a lower caste try to elevate their social status by adopting the rituals, practices, and traditions of a higher caste. By doing this, they hope to imitate the higher caste and gain acceptance in society.<br/><br/>Statement 2 provides examples of the practices that are often chosen for emulation during Sanskritization. These include adopting vegetarianism, wearing a sacred thread, practicing specific prayers, and participating in religious ceremonies. These practices are seen as markers of higher status in the caste system and are therefore imitated by those seeking to Sanskritize.<br/><br/>In summary, Sanskritization is a process where lower caste individuals adopt the rituals and practices of higher castes to improve their social status. This can include practices such as vegetarianism, sacred thread wearing, and religious ceremonies. Both statements accurately describe features of Sanskritization.",NA
The famous <q>1835 minute</q> on education is associated with,NA,A,Lord Macaulay,Raja Rammohan Roy,Lord William Bentinck,Sir Charles Wood,NA,NA,NA,NA,"On 2 February 1835, British historian and politician Thomas Babington Macaulay presented his <q>Minute on Indian Education</q> that sought to establish the need to impart English education to Indian <q>natives</q>.",NA
