question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
Budgetary policies relate to,NA,C,Public expenditures only,Direct Taxes,Taxes and public expenditures,Taxes only,NA,NA,NA,NA,"Answer is C: Budgetary policies relate to taxes and public expenditures.<br/><br/>- Budgetary policies refer to the government&#39;s decisions and actions regarding the allocation of financial resources.<br/>- These policies play a crucial role in determining the overall economic direction of a country.<br/>- Budgetary policies encompass both taxation and public expenditure measures.<br/>- Taxes are a major component of budgetary policies as they provide the government with the necessary revenue to finance public expenditures.<br/>- Different types of taxes, such as income tax, sales tax, and corporate tax, are used to generate revenue for the government.<br/>- The government uses public expenditures to allocate resources to various sectors such as education, healthcare, infrastructure, defense, and social welfare.<br/>- Budgetary policies aim to achieve various economic objectives, such as promoting economic growth, reducing income inequality, and maintaining price stability.<br/>- Governments use budgetary policies to influence aggregate demand and stimulate or restrain economic activity.<br/>- These policies can also have an impact on income distribution, as tax rates and public expenditure allocations can affect different income groups differently.<br/>- Budgetary policies are typically formulated through the annual budgeting process, where the government sets its revenue and expenditure targets for the fiscal year.<br/>- The effectiveness of budgetary policies depends on various factors, including the government&#39;s fiscal discipline, the efficiency of tax collection, and the alignment of public expenditure priorities with the country&#39;s economic needs.",NA
Budgetary policies are implemented by the,NA,D,Finance Ministry,Private sector,Foreign sector,Government,NA,NA,NA,NA,The government makes agreements on budgetary policy when it takes office. Budgetary policy is determined by the government&#39;s expenditures and revenues plans and expected national and international economic developments over the next four years.,NA
Revenue Receipts,NA,D,Create liability for the private sector,Create liability for the government,Do not create liability for the private sector,Do not create liability for the government,NA,NA,NA,NA,"Answer is D, Revenue Receipts: Do not create liability for the government. <br/>Revenue receipts are the income generated by the government through various sources. These receipts do not create any liability for the government. Revenue receipts refer to the income earned by the government through its normal operations, such as taxes, fees, fines, and grants. These receipts are recurring in nature and are used to meet the day-to-day expenses of the government.<br/><br/><u>Characteristics of revenue receipts:</u> They do not create any obligation or liability for the government. They are generated from regular activities of the government and are not associated with borrowing or repayment. Revenue receipts are used to fund the government&#39;s current expenditures like salaries, infrastructure maintenance, and welfare programs.<br/><br/><u>Impact on government liabilities:</u> Revenue receipts do not create any liability for the government because they are not associated with borrowing or repayment. The government is responsible for managing its expenditure within the limits of its revenue receipts. If the revenue receipts exceed the government&#39;s expenditures, it can result in a surplus budget. The government is responsible for managing its expenditure within the limits of its revenue receipts.",NA
Capital Receipts,NA,B,Do not create liability for the private sector,Create liability for the government,Do not create liability for the government,Create liability for the private sector,NA,NA,NA,NA,"Capital receipts are the funds received by the government from various sources that lead to an increase in its liabilities. These receipts are used to finance capital expenditure or to repay loans and borrowings. Here is a detailed explanation of capital receipts:<br/>A: Do not create liability for the private sector. Capital receipts do not create any liability for the private sector. Private sector entities do not bear any responsibility for the capital receipts received by the government.<br/>B: Create liability for the government. Capital receipts create liabilities for the government. The government is obligated to repay the capital receipts it receives, either through repayment of loans or meeting other financial obligations.<br/>C: Do not create liability for the government. This statement is incorrect. Capital receipts do create liabilities for the government.<br/>D: Create liability for the private sector. This statement is incorrect. Capital receipts do not create any liability for the private sector.<br/><br/>In conclusion, the correct answer is B: Create liability for the government. Capital receipts are funds received by the government that result in increased liabilities and obligations for the government. Private sector entities are not responsible for these liabilities.",NA
Disinvestment is a,NA,D,Revenue Receipts,Revenue Expenditure,Capital Expenditure,Capital Receipts,NA,NA,NA,NA,"Correct option is D: Disinvestment is a Capital Receipt <br/>Disinvestment refers to the sale or liquidation of government assets or investments. It can take various forms such as selling shares of public sector enterprises, privatization of government-owned companies, or divestment of government stakes in joint ventures. In the context of government finances, disinvestment is considered a capital receipt. Here&#39;s why disinvestment is classified as a capital receipt: <br/>Capital Receipts:- Capital receipts are those receipts that create a liability or reduce financial assets. They are not generated through regular operational activities.<br/>- Disinvestment involves the sale of government assets or investments, which results in an inflow of funds for the government.<br/>- The funds received from disinvestment are used to finance capital expenditure or reduce borrowings.<br/>- Disinvestment is a one-time receipt and not a regular source of revenue. <br/><br/>Revenue Receipts vs. Capital Receipts:<br/>- Revenue receipts are generated from day-to-day operations and are recurring in nature, such as taxes, fees, and fines.<br/>- Capital receipts, on the other hand, are non-recurring and usually associated with capital transactions, such as disinvestment, loans, and borrowings.<br/><br/>Impact on Government Finances:<br/>- Disinvestment helps the government raise funds without resorting to borrowing or increasing taxes.<br/>- The proceeds from disinvestment can be used for infrastructure development, reducing fiscal deficit, or investing in priority sectors.<br/>- By divesting its holdings in public sector enterprises, the government aims to improve efficiency, promote competition, and attract private investment.<br/><br/>In conclusion, disinvestment is classified as a capital receipt because it involves the sale of government assets or investments, which leads to a one-time inflow of funds and is not generated through regular operational activities.",NA
Loan by govt.,NA,C,Revenue Expenditure,Revenue Receipts,Capital Receipts,Capital Expenditure,NA,NA,NA,NA,"Capital receipts are a non-recurring incoming cash flow into your business, which leads to the creation of a liability (a debt to be paid in the future) and a decrease in company assets (resources that lead to capital gain)",NA
Revenue Expenditure,NA,A,Do not create assets for the government,Creates assets for the private sector,Create liability for the private sector,Create assets for the government,NA,NA,NA,NA,"Revenue expenditure refers to the expenses incurred by the government that do not create assets or increase the government&#39;s net worth. These expenditures are typically recurring in nature and are incurred to maintain the day-to-day operations of the government.<br/>CHARACTERISTICS OF REVENUE EXPENDITURE:<br/>i)Does not create assets for the government;<br/>ii)Does not increase the government&#39;s net worth;<br/>iii)Typically recurring in nature;<br/>iv) <br/>Incurred to maintain day-to-day operations.<br/>Therefore, the correct answer is A: Do not create assets for the government.",NA
Capital Expenditure,NA,A,Create assets for the government,Create assets for the private sector,Do not create assets for the private sector,Do not create assets for the government,NA,NA,NA,NA,"Capital expenditure refers to the funds that are used by a company or government to acquire, upgrade, or maintain physical assets. These assets are intended to provide long-term benefits and are not meant for immediate consumption. Capital expenditure can be categorized into two main types: those that create assets for the government and those that create assets for the private sector. <br/><br/>Governments allocate capital expenditure to invest in infrastructure projects such as building roads, bridges, airports, and public transportation systems. Capital expenditure may also be used to construct government facilities like schools, hospitals, and administrative buildings. The creation of these assets aims to improve public services, promote economic development, and enhance the overall quality of life for citizens.",NA
Transfer payment is a,NA,A,Revenue Expenditure,Capital Receipts,Revenue Receipts,Capital Expenditure,NA,NA,NA,NA,"Answer A: Revenue Expenditure. <br/>In economics, a transfer payment (or government transfer or simply transfer) is a redistribution of income and wealth (payment) made without goods or services being received in return. These payments are considered to be non-exhaustive because they do not directly absorb resources or create output.",NA
Repayment of loan by the Government is,NA,D,Revenue Receipts,Capital Receipts,Revenue Expenditure,Capital Expenditure,NA,NA,NA,NA,Repayment of loan is also capital expenditure because it reduces liability. These expenditures are met out of capital receipts of the government including capital transfers from rest of the world.,NA
