question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
Which of the following statements about tides is correct?,NA,C,Low tides help in navigation.,The rhythmic rise and fall of ocean water twice in a month is called tide.,The strong gravitational pull exerted by the sun and the moon on the earth&#39;s surface cause the tides.,None of the above,NA,NA,NA,NA,"The correct answer is the strong gravitational pull exerted by the sun and the moon on the earth&#39;s surface causes the tides.<br/><br/>Key Points:<br/>- The rhythmic rise and fall of ocean water twice a day is called tide.<br/>- The strong gravitational pull extended by the sun and the moon on the Earth&#39;s surface causes the tides.<br/>- Another factor is centrifugal force, which acts to counterbalance gravity.<br/>- Together, the gravitational pull and centrifugal force are responsible for creating two major tide bulges on the earth.",NA
Statement I : A tsunami is a series of water waves caused by the displacement of a large volume of water of an Ocean.<br/>Statement I : A tsunami can be generated when thrust faults associated with convergent or destructive plate boundaries move abruptly.,NA,A,Both the statements are individually true and Statement II is the correct explanation of Statement I,Both the statements are individually true and Statement II is not the correct explanation of Statement I,Statement I is true but Statement II is false,Statement I is false but Statement II is true,NA,NA,NA,NA,"Statement I is true. A tsunami is indeed a series of water waves that are caused by the displacement of a large volume of water in the ocean. This displacement can be caused by a variety of events such as earthquakes, volcanic eruptions, or underwater landslides.<br/><br/>Statement II is also true. A tsunami can be generated when thrust faults associated with convergent or destructive plate boundaries move abruptly. When these faults move, they can cause a sudden displacement of the ocean floor, which then sets off a series of waves that propagate through the water.<br/><br/>Option 1 is the correct answer because both statements are individually true and Statement II provides the correct explanation of Statement I. The displacement of water caused by the movement of thrust faults is what leads to the formation of tsunamis. Therefore, Statement II is indeed the correct explanation for Statement I.",NA
"Statement I : Tsunami is small in open ocean yet may be over 30 m high when it reaches a coastline.<br/>Statement II : Tsunamis have long wavelength and they travel across the open ocean at high speed. As they approach shore, the wavelength decreases and the wave height increases.",NA,A,Both the statements are individually true and Statement II is the correct explanation of Statement I,Both the statements are individually true and Statement II is not the correct explanation of Statement I,Statement I is true but Statement II is false,Statement I is false but Statement II is true,NA,NA,NA,NA,"Statement I states that tsunamis are small in the open ocean but can reach heights of over 30 meters when they reach a coastline. This statement is generally true. Tsunamis are indeed small and often go unnoticed in the open ocean due to their long wavelength and larger period. However, when they approach the coastline, their behavior changes due to the shallower depths, causing the wave height to increase dramatically.<br/><br/>Statement II states that tsunamis have long wavelengths and travel at high speeds across the open ocean. This statement is also true. Tsunamis are characterized by their long wavelengths, often several hundred kilometers. They can travel at speeds of up to 800 kilometers per hour across the open ocean.<br/><br/>Therefore, option 1 is the correct answer. Both statements are individually true, and statement II correctly explains statement I. As tsunamis approach the shore, their long wavelength decreases, and the wave height increases. This is because the energy of the tsunami gets concentrated in a smaller area as the water becomes shallower, leading to a buildup of the wave.",NA
Statement I : El Nino is a temperature rising phenomenon over the Pacific Ocean and usually causes dry mon- soon in South Asia.<br/>Statement II. : Tsunamis are usually not noticed as the massive ocean waves move silently but assume destructive form as these travel through shallow waters of continental shelves.,NA,B,Both the statements are individually true and Statement II is the correct explanation of Statement I,Both the statements are individually true and Statement II is not the correct explanation of Statement I,Statement I is true but Statement II is false,Statement I is false but Statement II is true,NA,NA,NA,NA,"Option 1: This option states that both statements are individually true and that statement II is the correct explanation of statement I. However, this is not accurate. While both statements can be true, statement II does not provide an explanation for statement I. The two statements discuss different phenomena - El Nino is a temperature rising phenomenon over the Pacific Ocean, while tsunamis are massive ocean waves that become destructive in shallow waters.<br/><br/>Option 2: This is the correct answer. It acknowledges that both statements can be true, but statement II does not explain statement I. They discuss separate phenomena and do not have a cause-effect relationship.<br/><br/>Option 3: This option states that statement I is true, but statement II is false. This is incorrect as statement II is indeed true - tsunamis do move silently in deep ocean waters and become destructive when they reach shallower waters.<br/><br/>Option 4: This option states that statement I is false, but statement II is true. This is also incorrect. Statement I is true - El Nino is a temperature rising phenomenon over the Pacific Ocean and can indeed cause dry monsoon in South Asia.",NA
What happens to the water depth as the Tsunami waves approach the coast ?,NA,B,Decreases,Increases,Increases and Decreases alternatively,Neither decreases nor increases,NA,NA,NA,NA,"The correct answer is option 2: Increases.<br/>When a tsunami wave approaches the coast, the water depth typically increases. This is because a tsunami is a series of long-wavelength waves generated by a sudden displacement of water, usually caused by an undersea earthquake or volcanic eruption. As the tsunami waves travel towards the coast, they carry a large amount of energy and cause the water in front of them to rise.<br/><br/>As a result, the water depth increases significantly as the tsunami waves approach the shore. This increase in water depth can lead to devastating and destructive effects on coastal areas, as the higher water level can cause flooding, damage buildings, and sweep away objects and people in its path.<br/><br/>It is important to note that tsunamis are different from regular ocean waves. Unlike regular waves that only cause the surface water to move up and down, tsunamis involve the movement of the entire water column. This is why they can cause such a significant increase in water depth as they approach the coast.",NA
Tsunami waves are the undersea occurrence of earthquake exceeding 7-5 on Richter scale.<br/>Which one of the following statements regarding this is not correct?,NA,D,It often generates strong waves,The Pacific coasts are most vulnerable to Tsunami waves,Tsunami waves are also caleed high-energy todal waves or seismic sea waves,Tsunami is a Latin word,NA,NA,NA,NA,"The given statement states that Tsunami is a Latin word. However, this statement is not correct. The word <q>tsunami</q> is actually a Japanese term. The term translates to <q>harbor wave</q> in English, as it refers to a large and powerful ocean wave that is caused by an undersea earthquake or other underwater disturbances.<br/><br/>Option 1 states that tsunami waves often generate strong waves, which is true. When a significant undersea earthquake occurs, it can generate a series of powerful and destructive waves that move across the ocean.<br/><br/>Option 2 states that the Pacific coasts are most vulnerable to tsunami waves, which is also true. The Pacific Ocean is known to have many active tectonic plates and subduction zones, making it more prone to earthquakes and subsequent tsunamis.<br/><br/>Option 3 states that tsunami waves are also called high-energy tidal waves or seismic sea waves. This statement is accurate as well. Tsunamis are often referred to as high-energy tidal waves due to their large size and energy, and seismic sea waves because they are triggered by seismic activity.<br/><br/>In summary, the provided answer is correct, and the statement in option 4 is the one that is not correct. Tsunami is not a Latin word; it is a Japanese term.",NA
Tsunami causes devastation near the coast of the sea as the speed of the sonic waves generated at the epicentre is,NA,A,directly proportional to the depth of the sea,inversely proportional to the depth of the sea,directly proportional to the distance between the coast and epicentre,inversely proportional to the distance between the coast and epicentre,NA,NA,NA,NA,"The correct answer is option 1: directly proportional to the depth of the sea.<br/>When a tsunami is generated, it is usually caused by an underwater earthquake or other geological event. These events cause a displacement of water, creating a large wave that travels across the ocean. The speed of these waves is determined by the depth of the sea.<br/><br/>As the depth of the sea increases, the speed of the tsunami waves also increases. This is because deeper water allows the waves to travel more freely and with less resistance. Therefore, the speed of the waves is directly proportional to the depth of the sea.<br/><br/>The devastating impact of a tsunami occurs when these fast-moving waves approach the coast. The high speed, combined with the large volume of water, can cause significant destruction. It is important to note that the distance between the coast and the epicenter of the earthquake does not directly affect the speed of the waves. Instead, it is the depth of the sea that plays a crucial role in determining the speed and intensity of a tsunami.<br/>In summary, the speed of tsunami waves is directly proportional to the depth of the sea. This understanding helps explain why tsunamis can cause such devastation near the coast.",NA
Which of the following statements relating to tsunami is/are correct? <br/>As the tsunamis leave the deep water of the open sea and travel towards shallow water <br/>1. the speed is reduced considerably <br/>2. they attain enormous height <br/>3. they appear as a gentle rise and fall of the sea <br/>Select the correct answer using the code given below.,NA,A,1 only,1 and 2 only,2 and 3 only,"1, 2 and 3",NA,NA,NA,NA,"The correct answer is option 1, which states that only statement 1 is correct.<br/>Let us discuss each statement to understand why this is the correct answer:<br/><br/>1. The statement <q>as the tsunamis leave the deep water of the open sea and travel towards shallow water, the speed is reduced considerably</q> is correct. Tsunamis travel at high speeds in deep water, but as they approach shallow water, their speed decreases due to the friction between the waves and the ocean floor. This reduction in speed is a significant characteristic of tsunamis.<br/><br/>2. The statement <q>they attain enormous height</q> is incorrect. Tsunamis are characterized by their long wavelengths, which can stretch for hundreds of kilometers. However, their height is usually not as significant, especially as they approach the coastline. While the height of a tsunami can increase when it reaches shallow water and encounters an underwater slope, it typically does not reach enormous heights.<br/><br/>3. The statement <q>they appear as a gentle rise and fall of the sea</q> is incorrect. Tsunamis are not a gentle rise and fall of the sea like regular waves or tides. They are a series of powerful and destructive waves caused by seismic activity, such as an earthquake or volcanic eruption.",NA
Which one among the following is a cold ocean current ?,NA,A,Canary Current,Brazil Current,Gulf Stream,Kuroshio Current,NA,NA,NA,NA,"The correct answer is option 1: Canary Current.<br/>The Canary Current is a cold ocean current that flows southwards along the northwest coast of Africa. It gets its name from the Canary Islands, which are located in its path. This current is part of a larger system known as the North Atlantic Gyre, which circulates water in the Atlantic Ocean.<br/><br/>Let us examine the other options to have a better understanding:<br/>2. Brazil Current - The Brazil Current is a warm ocean current that flows southwards along the eastern coast of South America. It is not a cold current.<br/>3. Gulf Stream - The Gulf Stream is a warm ocean current that originates in the Gulf of Mexico and flows along the eastern coast of the United States before crossing the Atlantic Ocean towards Europe. It is not a cold current.<br/>4. Kuroshio Current - The Kuroshio Current is a warm ocean current that flows northwards along the eastern coast of Asia, specifically around Japan. It is not a cold current.<br/><br/>Therefore, the correct answer is option 1, the Canary Current, as it is known for being a cold ocean current.",NA
Which of the following are warm ocean currents?,NA,B,Kuroshio and California current,California Current and Brazil Current,Canaries and Benguela Current,West Wind Drift and Falkland Current,NA,NA,NA,NA,"The North Atlantic Drift and the Brazil Current are both warm ocean currents and hence, option 2 is the correct answer. <br/>To elaborate further:<br/>1. Kuroshio is a warm current along Japan&#39;s east coast, but California current is a cold current flowing southwards along the western coast of North America.<br/><br/>2. North Atlantic Drift, also known as the Gulf Stream, is a warm current in the Atlantic ocean flowing from the Gulf of Mexico towards Europe. Brazil Current, found in the South Atlantic Ocean, is a warm current flowing southwards along the eastern coast of South America.<br/><br/>3. Canaries and Benguela Current are both cold currents. Canary Current, a cold current on the African west coast, flows south, and Benguela, a cold current on the African south-west coast, flows north.<br/><br/>4. West Wind Drift, also known as the Antarctic Circumpolar Current, is a cold current flowing eastwards around the Antarctic, and Falkland current, another cold current, flows northward along the Atlantic coast of Patagonia.<br/>In conclusion, the only option featuring two warm currents is option- 2.",NA
Match List-I with List-II and select the correct answer using the code given below the Lists : <br/>List-I (Ocean Current) <br/>A. Agulhas Current <br/>B. Humboldt Current <br/>C. Labrador Current <br/>D. Falkland Current <br/><br/>List-II (Country)<br/>1. Peru <br/>2. South Africa <br/>3. Argentina <br/>4. Canada <br/>Code :,NA,B,"A,B,C,D : 3,4,1,2","A,B,C,D : 2,1,4,3","A,B,C,D : 3,1,4,2","A,B,C,D : 2,4,1,3",NA,NA,NA,NA,"The question is asking you to match the list of ocean currents in List-I with the corresponding countries in List-II. The correct answer is option 2.<br/><br/>A - Agulhas Current matches with Country 2 (South Africa), <br/>B - Humboldt Current matches with Country 1 (Peru), <br/>C - Labrador Current matches with Country 4 (Canada), and <br/>D - Falkland Current matches with Country 3 (Argentina).",NA
"The largest current, because of its dark waters is known as the <q>black current</q> and that is :",NA,B,Gulf Stream,Kuroshio Current,California Current,Antarctica Current,NA,NA,NA,NA,"The correct answer is option 2 - Kuroshio Current.<br/>The Kuroshio Current is a strong ocean current that flows along the western coast of Japan. It is often referred to as the <q>black current</q> because of its dark waters. The Kuroshio Current is one of the strongest ocean currents in the world, with average speeds of about 2 to 4 knots. It carries warm water from the tropics towards the north, contributing to the warm climate and biodiversity of Japan.<br/><br/>Option 1 - Gulf Stream, is a powerful warm ocean current that flows from the Gulf of Mexico along the eastern coast of North America. Although it is also a large current, it is not referred to as the <q>black current</q> due to its clear blue waters.<br/><br/>Option 3 - California Current, is a cold ocean current that flows southward along the western coast of North America. It is the eastern limb of the North Pacific Subtropical Gyre. It is also not referred to as the <q>black current</q>.<br/><br/>Option 4 - Antarctic Current is a cold ocean current that encircles Antarctica. It is not referred to as the <q>black current</q> and is located in a different region from the Kuroshio Current.",NA
Which one of the following pairs is not correctly matched ?,NA,B,Kuroshio : Warm ocean current,Labrador : Warm ocean current,Benguela : Cold ocean current,Oyashio : Cold ocean current,NA,NA,NA,NA,"The question is asking us to identify the pair that is not correctly matched. <br/><br/>Let us analyze each option to determine if it is correctly matched or not:<br/>1) Kuroshio: Warm ocean current. This pairing is correct. The Kuroshio is a warm ocean current that flows northward along the eastern coast of Japan.<br/>2) Labrador: Warm ocean current. This pairing is incorrect. The Labrador Current is a cold ocean current that flows southward along the eastern coast of Canada.<br/>3) Benguela: Cold ocean current. This pairing is correct. The Benguela Current is a cold ocean current that flows northward along the western coast of southern Africa.<br/>4) Oyashio: Cold ocean current. This pairing is correct. The Oyashio is a cold ocean current that flows southward along the eastern coast of Japan.<br/>From the analysis above, we can see that option 2 is not correctly matched. The Labrador Current is a cold ocean current, not a warm ocean current.<br/>Therefore, the correct answer is option 2.",NA
Match List I with List II and select the correct answer using the code given below the Lists : <br/>List I (Ocean current) <br/>A. Humboldt <br/>B. North Atlantic Drift <br/>C. Benguela <br/>D. Agulhas <br/><br/>List II (Coast)<br/>1. Namibia - Angola <br/>2. Chile - Peru <br/>3. Mozambique - Madagascar <br/>4. United Kingdom - Norway <br/>Code : A B C D,NA,B,2 1 4 3,2 4 1 3,3 4 1 2,3 1 4 2,NA,NA,NA,NA,The correct representation of the ocean currents and the coastlines are:<br/><br/>A. Humboldt  :  Chile - Peru <br/> B. North Atlantic Drift  :  United Kingdom - Norway <br/>C. Benguela  :  Namibia - Angola <br/>D. Agulhas  :  Mozambique - Madagascar,NA
Which one of the following ocean currents converges with the Gulf Stream ?,NA,D,Benguela current,South Atlantic current,Kuroshio current,Labrador current,NA,NA,NA,NA,"The correct answer is option 4, the Labrador current.<br/>The Gulf Stream is a warm ocean current that originates in the Gulf of Mexico, flows up the eastern coast of the United States, and then veers off towards Europe. It is a strong and powerful current that plays a crucial role in regulating the climate of the surrounding areas.<br/><br/>The Labrador current, on the other hand, is a cold ocean current that flows southward along the eastern coast of Canada. It carries icy waters from the Arctic region and plays a significant role in the formation and melting of sea ice.<br/><br/>The convergence between the Labrador current and the Gulf Stream occurs in the area where the two currents meet. This convergence zone is a region of intense mixing of warm and cold waters and can have significant impacts on the local weather conditions and marine ecosystems.<br/><br/>To summarize, the Labrador current converges with the Gulf Stream, causing the mixing of warm and cold waters and influencing the climate and ecosystems of the region.",NA
The most important fishing grounds of the world are found in the regions where,NA,C,warm and cold atmospheric currents meet,rivers drain out large amount of freshwater into the sea,warm and cold currents meet,continental shelf is undulating,NA,NA,NA,NA,"Answer is C: The most important fishing grounds of the world are found in the regions where warm and cold oceanic currents meet. <br/>These areas are typically characterized by high biological productivity, as the mixing of warm and cold waters creates favorable conditions for the growth and abundance of plankton, which forms the base of the marine food chain. This, in turn, attracts a variety of fish and other marine organisms, making these regions highly productive for fishing.",NA
