question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
Consider the following statements:<br/>1. The work of the river in the lower course is mainly erosional rather than depositional due to the volume of water being carried by it.<br/>2. When the river flows normally its bed is raised through accumulation of deposits.<br/>Which of the above is/are correct?,NA,B,1 only,2 only,Both 1 and 2,None of the above,NA,NA,NA,NA,"At higher gradients, downward, vertical erosion is more dominant. This produces V-shaped valleys. As gradients decrease, downward erosion is less dominant, and lateral erosion begins to dominate, forming meanders.<br/><br/>As the debris or silt is deposited, it reduces the depth available for the water to flow, and thus the bed is raised. Floodplains are created as a result of both erosion and deposition. Material is also deposited on the sides forming raised banks called levees.",NA
"Consider the following statements:<br/>1. At lower river speeds, downward cutting dominates bank cutting.<br/>2. At the lowest reaches of the river, erosion tendencies lead to formation of many distributaries.<br/>Which of the above is/are correct?",NA,D,1 only,2 only,Both 1 and 2,None of the above,NA,NA,NA,NA,"Floodplains are created as a result of both erosion and deposition. When the river flows normally its bed is raised through accumulation of deposits. Material is also deposited on the- sides forming raised banks called levees. When the river reaches the sea. the fine materials it has not dropped yet are deposited at its mouth, forming a fan-shaped alluvial area called a delta.<br/><br/>When the river reaches the sea, the fine materials it has not dropped yet are deposited at its mouth, forming a fan shaped alluvial area called a delta.",NA
Consider the following statements:<br/>1. Vertical erosion is dominant in the upper courses of the river.<br/>2. Incised meanders are features of river rejuvenation.<br/>3. Mass movement of Earth is mainly due to the lubricating action of rainwater and gravitational forces.<br/>Choose the correct matches using the codes below:,NA,D,1 and 2 only,2 and 3 only,1 and 3 only,Al of the above,NA,NA,NA,NA,"Vertical erosion is dominant in upper reaches because of high speed of river, low sediment load, high gradient and bed erosion. <br/>Basically river rejuvenation is a term used when the river starts becoming young again (back from an old stage). Incised meanders are formed when the river (in its upper courses) develops deep valleys and gorges. And existing meanders are vertically eroded by the rejuvenating stream. Water acts as a lubricant in landslides.",NA
Consider the following features in a drainage system:<br/>1. Interlocking spurs <br/>2. Meanders <br/>3. River cliffs <br/>4. Rapids and waterfalls <br/>Which of the above will be found in the middle course of the river system?,NA,D,1 and 2 only,2 and 3 only,3 and 4 only,"1, 2 and 3 only",NA,NA,NA,NA,Rapids and waterfalls are features of the river in the youth stage.,NA
"About Oxbow lakes, consider the following statements:<br/>1. It is formed when an almost circular meander is cut off from the mainstream.<br/>2. These are observed in the upper courses of a river.<br/>3. They are also called Bayous or cut-offs in the USA.<br/>Which of the above is/are correct?",NA,C,1 and 2 only,2 and 3 only,1 and 3 only,All of the above,NA,NA,NA,NA,"An oxbow lake is a U-shaped body of water that forms when a wide meander from the main stem of a river is cut off, creating a free-standing body of water. This landform is so named for its distinctive curved shape, resembling the bow pin of an oxbow.<br/>These are found in the lower course of a river.",NA
Which of the following is/are responsible for the formation of ox-bow lakes?<br/>1. Meandering tendency of the river <br/>2. Sediment load of the river <br/>3. Potential of the soil/rock to get eroded <br/>Choose the correct answer using the codes below:,NA,C,1 and 2 only,2 and 3 only,1 and 3 only,All of the above,NA,NA,NA,NA,"Formation of floodplains and levees was not affected by the sediment load. Formation of an ox-bow lake is as follows.<br/>The water twists and turns when the river enters the plain, leading to the formation of large bends called meanders.<br/>Along the sides of the meander, there is continuous erosion and deposition that makes the ends of the meander loops come closer and closer.<br/>In due course, the loop breaks off from the river and forms a cut-off lake, also called an ox-bow lake.",NA
Rapids and cataracts are formed by which of the following actions?,NA,B,Aeolian action,Fluvial action,Weathering,None of the above,NA,NA,NA,NA,They are formed due to fluvial action.,NA
"Regarding river capture, consider the following statements:<br/>1. It is a geomorphological phenomenon occurring when a stream or river drainage system or watershed is diverted from its own bed, and flows instead down the bed of a neighbouring stream.<br/>2. It is also called river beheading.<br/>3. Apart from tectonic Earth movements, erosion also results in river capture.<br/>Which of the above is/are correct?",NA,D,1 and 2 only,2 and 3 only,1 and 3 only,All of the above,NA,NA,NA,NA,"Stream capture can also cause due to:<br/>1. Tectonic Earth movements, where the slope of the land changes, and the stream is tipped out of its former course.<br/>2. Head-ward erosion of one stream valley upwards into another, or<br/>3. Lateral erosion of a meander through the higher ground dividing the adjacent streams.",NA
"If a river is passing through an area where rocks are composed of homogenous beds of uniform resistance to corrosion, then <br/>1. The tributaries will join the main valley obliquely as insequent streams<br/>2. The evolving drainage pattern will be tree-like in appearance.<br/>3. It will not form a catchment area.<br/>Choose the correct answer using the codes below:",NA,A,1 and 2 only,2 and 3 only,1 and 3 only,All of the above,NA,NA,NA,NA,It is a part of the catchment area.,NA
Consider the following statements:<br/>1. Wind gaps in the course of a river do not allow the construction of upland roads and railways.<br/>2. Deltas are less preferred sites than estuaries for the siting of large ports.<br/>Which of the given statements is/are correct?,NA,B,1 only,2 only,Both 1 and 2,None of the above,NA,NA,NA,NA,"A wind gap is a valley through which a waterway once flowed but is now dry as a result of stream capture. Water gaps and wind gaps often provide practical routes for trails, roads and railroads through mountainous terrain. Examples of wind gaps in the Blue Ridge Mountains of Virginia include Swift Run Gap, Rockfish Gap, and Buford&#39;s Gap.<br/>Since deltas have a large sediment deposition, they prevent ships from anchoring close to the shores. There is not enough depth in the water.",NA
Deltas are formed when a river nears the sea and starts depositing its sediment load in the plains. Which of the following can be the consequences of delta formation?<br/>1. Change of river course<br/>2. Formation of several distributaries of the original river<br/>3. Fertility of the local soil increases.<br/>Choose the correct answer using the codes below:,NA,D,1 and 2 only,2 and 3 only,1 and 3 only,All of the above,NA,NA,NA,NA,A river delta is a landform that occurs at the mouth of a river. It has very fertile soil as well as a large amount of vegetation. River slows down when it approaches the end point and starts depositing the silt which leads to formation of distributaries.,NA
Which of the following shows the differences between alluvial fans and delta?<br/>1. Fans are formed in the higher reaches of the river unlike deltas which form at lower reaches.<br/>2. Fans are made of much coarser load than deltas.<br/>3. There is no clear stratification of river load while deposition of alluvial fan unlike deltas where there is a clear stratification.<br/>Choose the correct answer using the codes below:,NA,D,1 and 2 only,2 and 3 only,1 and 3 only,All of the above,NA,NA,NA,NA,"Alluvial fans Water flowing from a higher level breaks down into foot slope plains of low gradient. Normally very coarse load is carried by streams in the upper reaches. It becomes too heavy to carry and is deposited in a low to high cone-shaped deposit called alluvial fan.<br/>There is no stratification of river load as all the material (fine and coarse) is dumped together.<br/>Streams make alluvial fans eventually shift course, forming many channels called distributaries.<br/>Deltas They are like alluvial fans but are formed at different locations, i.e. near the sea.",NA
Which of the following depositional features can be made near the river mouth?<br/>1. Ox-bow lakes<br/>2. Braided channels<br/>3. Flat valleys<br/>Choose the correct answer using the codes below:,NA,D,1 and 2 only,2 and 3 only,1 and 3 only,All of the above,NA,NA,NA,NA,"Besides deep gorges, these rivers also form V-shaped valleys, rapids and waterfalls in their mountainous course. While entering the plains, they form depositional features like flat valleys, ox-bow lakes, flood plains, braided channels and deltas near the river mouth.",NA
Which of these geographical features is most likely to have the lowest mean elevation?,NA,C,Plateaus,Islands,Deltas,Plains,NA,NA,NA,NA,"Deltas occur near the sea mouth, i.e. very close to mean sea level, which can be the lowest elevation possible.",NA
Conditions that favour the formation of deltas include: <br/>1. Coasts without shelters with a large tidal variation.<br/>2. Frequent water diversions from the main river that forms the delta.<br/>3. Presence of Continental shelf.<br/>Select the correct answer using the codes below:,NA,B,1 and 2 only,3 only,2 and 3 only,1 and 3 only,NA,NA,NA,NA,"<b>Conditions favourable for Delta Formation:</b><br/>-Active erosion of the river in its upper course to provide extensive gravel, sand and silt to be eventually deposited as deltas.<br/>-The coast should be sheltered preferably tideless, else delta will be washed away.<br/>-There should be no strong current running at right angles to the river mouth, as it can wash away the sediments. Any large lake in the way of the river course can filter off the sediments, thus unfavourable for delta formation. The sea should be shallow adjoining the delta as the sediments will disappear in the deep waters of the sea. This is why a continental shelf is preferred.",NA
Consider the features of limestone <br/>1. Stalactites hang as icicles of different diameters.<br/>2. Stalagmites rise from the floor of the caves.<br/>Which of the above is/are incorrect?,NA,D,1 only,2 only,Both 1 and 2,None of the above,NA,NA,NA,NA,Stalactites hang as icicles of different diameters. Normally they are broad at their bases and taper towards the free ends showing up in a variety of forms. Stalagmites rise from the floor of the caves. The stalagmite and stalactites eventually fuse to give rise to columns and pillars of different diameters.,NA
"Consider the following statements:<br/>1. Estuaries are more favorable than deltas for the siting of large ports.<br/>2. In the outwash plains, eskers and kames have been excavated to provide sands and gravels for highway and building construction.<br/>3. Limestone vegetation in tropical regions is luxuriant because of the heavy rainfall all the year round.<br/>Which of the statements given above is/are correct?",NA,B,1 and 3 only,"1, 2 and 3 only",3 only,1 only,NA,NA,NA,NA,"<b>Coastlines of Emergence:</b><br/>-These are formed either by an uplift of the land or by the lowering of the sea level.<br/>-Bars, spits, lagoons, salt marshes, beaches, sea cliffs and arches are the typical features.<br/>-The east coast of India, especially its south-eastern part (Tamil Nadu coast), appears to be a coast of emergence. The west coast of India, on the other hand, is both emergent and submergent.<br/>-The northern portion of the coast is submerged as a result of faulting and the southern portion, that is the Kerala coast, is an example of an emergent coast.<br/><br/><b>Coastlines of Submergence</b><br/>A submerged coast is produced either by subsidence of land or by a rise in sea level. Ria, fjord, Dalmatian and drowned lowlands are its typical features.",NA
"Regarding Sea weeds, consider the following statements:<br/>1. Marine microalgae, or seaweeds, are plant-like organisms that generally live attached to rock or other hard substrata in coastal areas.<br/>2. All seaweeds are edible, though some are more nutritional and palatable than others, and some can cause stomach upset.<br/>Which of the statements given above is/are correct?",NA,C,1 only,2 only,Both 1 and 2,Neither 1 nor 2,NA,NA,NA,NA,"Marine macroalgae, or seaweeds, are plantlike organisms that generally live attached to rock or other hard substrata in coastal areas.<br/>-All seaweed is edible, though some are more nutritional and palatable than others, and some can cause stomach upset.<br/>-Brown seaweeds such as bull kelp, giant kelp, and alaria fistulosa consist of carbohydrates that cannot be digested. These seaweeds still have value as seasoning agents, food wrapping, and a source of fibre and vitamins.",NA
Which of the following cannot be the use of Lagoons and backwaters?<br/>1. Fishing<br/>2. Irrigation of paddy crops<br/>3. Navigation<br/>Choose the correct answer using the codes below:,NA,C,1 and 3 only,1 only,2 only,All of the above,NA,NA,NA,NA,"India has a vast coastline and the coast is very indented in some states. Due to this, several lagoons and lakes have formed. States like Kerala, Orissa and West Bengal have vast surface water resources in these lagoons and lakes. Although water is generally brackish in these water bodies, it is used for fishing and irrigating.",NA
Lagoon is<br/>1. Fresh-water lake<br/>2. Separated from the sea by sandbars and spits<br/>3. Considered similar to some of the estuaries<br/>Choose the correct answer using the codes below:,NA,B,1 and 2 only,2 and 3 only,1 and 3 only,All of the above,NA,NA,NA,NA,A salt-water lake separated from the sea by the sandbars and spits is called lagoon. Lagoons are commonly divided into coastal lagoons and atoll lagoons. They have also been identified as occurring on mixed- sand and gravel coastlines.,NA
Consider the following statements:<br/>1. Coastal lagoons generally form near flat or gently sloping landscapes.<br/>2. The size and depth of coastal lagoons often depend on sea level.<br/>Which of the above is/are correct?,NA,C,1 only,2 only,Both 1 and 2,Neither 1 nor 2,NA,NA,NA,NA,"Lagoons are often called estuaries, sounds, bays or even lakes.<br/>-Lagoons sheltered by sandbars or barrier islands are called coastal lagoons. Coastal lagoons form along coastal plains - flat or gently sloping landscapes.<br/>-The size and depth of coastal lagoons often depend on sea level. When the sea level is low, coastal lagoons are swampy wetlands. When the sea level is high, they can look like coastal lakes or bays.",NA
Geos and gloups are the landforms formed by the action of,NA,C,Glaciers,Winds in deserts,Waves,River water,NA,NA,NA,NA,Geos is a narrow inlet in a cliff while gloups are blow holes.,NA
What is a catcher beach?,NA,C,A beach with low shorelines,A tidal estuary with no opening mouth,A place where marine debris tends to pile up or aggregate,A beach devoid of mangroves and corals,NA,NA,NA,NA,"A catcher beach should not be confused with a dumping ground or heavily trashed public beach.<br/>A catcher beach typically receives its accumulations of debris due to its shape and location in combination with high-energy waves, storms or winds.<br/>A specific example of a catcher beach can be found along the shores of Gore Point, Alaska.<br/>The geography of this location makes it a very high-density catcher beach, as it sticks out like a hook into the Gulf of Alaska current.",NA
"The fine dust blown beyond the desert limits is deposited on neighbouring lands as &#39;X&#39;. It is a yellow, friable material and is usually very fertile. &#39;X&#39; can be?",NA,D,Seifs,Ventifacts,Zeugen,Loess,NA,NA,NA,NA,"Loess is fine loam, rich in lime, very coherent and extremely porous. Water sinks in readily so that the surface is always dry. Streams cut deep valleys through the thick mantle of soft loess and badland topography may develop. It is so soft that roads constructed through a loess region soon sink and their walls rise steeply. The most extensive deposit of loess is found in north-west China in the loess plateau of the Hwang-Ho basin.",NA
"Concerning desert landforms, consider the following statements:<br/>1. Mesa and Butte are table-like land masses with very resistant horizontal top layers and steep slope.<br/>2. Zeugen are isolated residual round hills found in the desert.<br/>Which of the above is/are correct?",NA,A,1 only,2 only,Both 1 and 2,None of the above,NA,NA,NA,NA,Zeugen - Horizontal rock system of alternate hard and soft rocks in desert. Inselbergs are isolated round hills in desert.,NA
Consider the following statements:<br/>1. Erg - It is a stony desert composed of extensive sheets of angular pebbles and gravels.<br/>2. Reg - It is a sandy desert having vast deposits of dunes.<br/>Which of the above is/are incorrect?,NA,C,1 only,2 only,Both 1 and 2,None of the above,NA,NA,NA,NA,Reg - It is a stony desert composed of extensive sheets of angular pebbles and gravels.<br/>Erg - It is a sandy desert having vast deposits of dunes.,NA
Which of the following statements is incorrect?,NA,B,"Depressions are formed when the wind blows away the sands. In the depressions where underground water reaches the surface, an oasis is formed.",Oases are never larger than a few square kilometres.,Political or military control of an oasis has in many cases meant control of trade on a particular route.,The most important plant in an oasis is the date palm.,NA,NA,NA,NA,"Sometimes the oasis may be abnormally large. Tafilalet Oasis in Morocco is a large oasis with an area of about 13,000 sq. km.<br/>Animals and even humans live in big oases. In desert areas, the location of the oases is of critical importance for trade and transportation.",NA
"A long, narrow sand dune or chain of dunes, generally oriented in a direction parallel to the prevailing wind or a direction resulting from two or more winds blowing at acute angles to each other. This description refers to which type of dune?",NA,B,Barchan,Seif,Loess,Erg,NA,NA,NA,NA,"Seif: a long, narrow sand dune or chain of dunes, generally oriented in a direction parallel to the prevailing wind or a direction resulting from two or more winds blowing at acute angles, to each other. The dune crest consists of a series of peaks and gaps, and the steep, or slip, face may change sides of the dune according to changes in wind direction.",NA
Well-sorted and well-rounded sand grains indicate that sediment,NA,C,Came from a nearby source area,Was deposited at the location where it was found.,Travelled from a distant source area.,Has not been influenced by weathering,NA,NA,NA,NA,"Sediment maturity refers to the length of time that the sediment has been in the sedimentary cycle. Texturally mature sediment is sediment that is well rounded (as rounding increases with transport distance and time) and well sorted (as sorting gets better as larger clasts are left behind and smaller clasts are carried away). If the fragments are angular, it indicates that they have not been transported very far and the sediment is poorly sorted.",NA
